age,job,marital,education,balance,housing,loan,contact,duration,campaign,deposit
51,services,divorced,secondary,242,no,yes,cellular,1336,4,yes
31,technician,married,secondary,1173,yes,no,cellular,444,3,yes
39,technician,married,tertiary,0,yes,no,cellular,894,7,yes
59,management,married,tertiary,296,no,yes,cellular,805,3,yes
25,services,single,secondary,333,no,yes,cellular,1056,2,yes
58,management,married,tertiary,3864,yes,no,cellular,815,4,yes
30,entrepreneur,married,primary,2686,yes,no,cellular,808,3,yes
34,blue-collar,single,primary,-109,yes,no,cellular,860,4,yes
51,services,divorced,secondary,65,no,yes,cellular,881,1,yes
60,retired,married,secondary,597,no,no,cellular,981,1,yes
51,entrepreneur,married,secondary,-799,no,yes,cellular,1001,3,yes
37,management,divorced,tertiary,1775,no,no,cellular,514,5,yes
30,blue-collar,single,primary,0,no,no,cellular,716,3,yes
46,entrepreneur,divorced,secondary,-563,no,yes,cellular,769,4,yes
29,student,single,tertiary,5,no,no,cellular,889,5,yes
27,entrepreneur,married,tertiary,139,no,no,cellular,448,5,yes
28,management,single,tertiary,0,yes,no,cellular,767,5,yes
34,blue-collar,single,secondary,855,yes,no,cellular,578,1,yes
29,blue-collar,single,unknown,694,yes,yes,cellular,1806,4,yes
27,management,single,tertiary,151,yes,no,cellular,496,1,yes
26,technician,single,secondary,354,no,no,cellular,586,1,yes
36,management,married,tertiary,673,yes,no,cellular,689,1,yes
44,blue-collar,married,primary,1265,yes,no,cellular,555,1,yes
39,blue-collar,married,tertiary,597,no,no,cellular,686,6,yes
30,technician,married,secondary,-393,yes,yes,cellular,435,1,yes
31,unemployed,divorced,tertiary,256,yes,no,cellular,873,2,yes
56,blue-collar,married,primary,0,yes,no,cellular,1222,1,yes
29,blue-collar,married,secondary,2870,yes,no,cellular,988,1,yes
43,blue-collar,married,secondary,184,no,yes,cellular,1019,11,yes
32,blue-collar,married,secondary,1905,yes,no,cellular,709,2,yes
30,admin.,single,secondary,-36,no,no,cellular,561,9,yes
40,blue-collar,married,secondary,-839,yes,yes,cellular,1018,2,yes
42,services,married,secondary,3465,yes,yes,cellular,1039,2,yes
27,student,married,secondary,119,yes,no,cellular,781,2,yes
35,management,married,tertiary,36,no,yes,cellular,1656,5,yes
35,housemaid,married,primary,113,yes,no,cellular,923,2,yes
32,blue-collar,single,secondary,118,yes,no,cellular,1275,1,yes
39,technician,married,secondary,251,yes,no,cellular,342,2,yes
31,blue-collar,divorced,secondary,-277,yes,no,telephone,1008,2,yes
26,services,single,secondary,-189,no,yes,cellular,538,2,yes
42,management,married,tertiary,4,yes,no,cellular,795,1,yes
27,services,single,secondary,1820,yes,no,cellular,1027,1,yes
33,self-employed,divorced,secondary,1904,yes,no,cellular,1584,2,yes
51,blue-collar,married,primary,201,yes,no,cellular,582,2,yes
33,admin.,married,secondary,0,yes,no,telephone,1448,7,yes
30,technician,single,tertiary,178,no,no,cellular,656,3,yes
52,housemaid,married,primary,3798,yes,no,cellular,1208,1,yes
42,blue-collar,divorced,primary,301,yes,no,cellular,1175,2,yes
31,management,divorced,tertiary,294,yes,no,cellular,536,5,yes
27,services,married,secondary,0,yes,no,cellular,991,5,yes
44,blue-collar,single,secondary,292,no,yes,cellular,1153,4,yes
40,entrepreneur,divorced,secondary,2998,yes,no,cellular,623,3,yes
46,housemaid,divorced,primary,2084,yes,no,cellular,1081,2,yes
32,services,divorced,secondary,454,yes,no,cellular,978,1,yes
56,technician,divorced,secondary,179,no,no,cellular,536,1,yes
33,blue-collar,married,secondary,661,yes,no,cellular,968,1,yes
33,blue-collar,married,secondary,89,yes,no,cellular,278,2,yes
32,self-employed,married,primary,102,yes,no,cellular,560,1,yes
41,blue-collar,divorced,primary,138,yes,no,cellular,640,3,yes
31,admin.,single,secondary,622,no,no,cellular,420,1,yes
30,admin.,divorced,secondary,10,yes,no,cellular,658,2,yes
34,admin.,divorced,secondary,-251,no,no,cellular,641,1,yes
43,entrepreneur,married,secondary,104,yes,no,cellular,635,3,yes
28,blue-collar,married,secondary,173,no,no,cellular,588,7,yes
32,admin.,divorced,secondary,-46,no,yes,cellular,1373,4,yes
31,blue-collar,divorced,secondary,0,yes,yes,cellular,913,4,yes
35,entrepreneur,single,tertiary,145,yes,no,cellular,799,2,yes
31,management,married,tertiary,325,yes,no,cellular,1139,2,yes
25,services,single,secondary,2311,no,yes,cellular,1105,2,yes
56,retired,divorced,tertiary,158,no,yes,cellular,854,1,yes
47,technician,married,secondary,1981,yes,no,cellular,919,2,yes
39,management,married,tertiary,1423,yes,no,telephone,733,3,yes
51,management,married,tertiary,2455,yes,no,cellular,553,1,yes
54,technician,divorced,secondary,859,no,yes,cellular,710,1,yes
58,retired,married,unknown,9004,no,no,cellular,891,4,yes
42,unemployed,married,unknown,970,yes,no,telephone,691,10,yes
56,services,married,primary,486,no,yes,telephone,1877,1,yes
55,housemaid,married,secondary,127,yes,no,telephone,1130,8,yes
26,blue-collar,single,primary,409,yes,no,cellular,577,2,yes
40,admin.,single,secondary,664,no,no,cellular,1342,2,yes
26,technician,single,secondary,223,no,yes,cellular,1002,3,yes
35,management,single,tertiary,-324,no,yes,cellular,985,11,yes
34,services,single,secondary,-30,no,no,cellular,1360,3,yes
41,management,single,tertiary,1253,no,no,cellular,1134,5,yes
44,management,married,primary,4758,yes,no,cellular,712,6,yes
33,management,single,tertiary,30,yes,no,cellular,1077,1,yes
36,management,divorced,tertiary,81,no,yes,cellular,560,1,yes
38,technician,married,secondary,0,yes,no,cellular,1545,1,yes
35,technician,married,tertiary,328,yes,no,cellular,654,2,yes
41,technician,single,tertiary,145,no,no,cellular,1833,2,yes
41,management,divorced,unknown,465,yes,no,cellular,1508,1,yes
28,blue-collar,married,secondary,751,yes,no,cellular,598,5,yes
26,services,married,secondary,-379,yes,yes,cellular,1237,7,yes
39,blue-collar,single,secondary,0,no,no,cellular,864,4,yes
25,admin.,married,unknown,349,yes,no,cellular,1037,8,yes
37,admin.,married,secondary,1110,yes,no,telephone,802,11,yes
25,management,married,secondary,2228,yes,no,cellular,754,1,yes
46,management,divorced,tertiary,2166,yes,no,cellular,870,1,yes
25,blue-collar,single,secondary,-247,yes,no,cellular,633,1,yes
28,technician,single,tertiary,-123,no,yes,cellular,690,1,yes
33,services,divorced,secondary,44,no,yes,cellular,529,1,yes
32,management,single,secondary,131,yes,yes,cellular,1152,2,yes
32,blue-collar,married,secondary,476,yes,no,cellular,956,9,yes
47,technician,single,secondary,1101,yes,no,cellular,957,3,yes
50,entrepreneur,married,tertiary,-168,yes,no,cellular,1327,2,yes
27,technician,married,secondary,-392,yes,no,cellular,228,2,yes
45,admin.,married,secondary,524,yes,no,cellular,808,1,yes
51,admin.,single,secondary,895,no,no,cellular,638,2,yes
36,admin.,married,secondary,212,yes,yes,cellular,1201,6,yes
51,self-employed,married,secondary,95,yes,no,cellular,1309,4,yes
33,services,single,tertiary,395,yes,no,cellular,1359,6,yes
59,technician,married,secondary,135,yes,yes,cellular,416,4,yes
38,entrepreneur,married,tertiary,0,no,no,cellular,532,2,yes
40,services,married,secondary,471,yes,no,cellular,430,4,yes
51,blue-collar,married,primary,603,yes,no,cellular,853,2,yes
41,entrepreneur,single,secondary,663,no,no,cellular,1204,1,yes
38,entrepreneur,married,secondary,593,yes,yes,cellular,1484,24,yes
31,management,married,tertiary,1224,yes,yes,cellular,1441,2,yes
28,admin.,single,secondary,2,yes,no,cellular,454,1,yes
41,blue-collar,married,secondary,720,no,yes,cellular,651,1,yes
33,management,divorced,tertiary,990,yes,no,cellular,1491,2,yes
25,student,single,secondary,1747,yes,no,cellular,903,1,yes
45,admin.,divorced,secondary,59,yes,no,cellular,873,8,yes
31,blue-collar,married,primary,33,yes,no,cellular,901,2,yes
28,services,single,secondary,340,yes,no,cellular,821,2,yes
49,technician,divorced,secondary,305,no,no,cellular,367,2,yes
25,services,married,secondary,0,yes,no,cellular,458,9,yes
28,unemployed,single,tertiary,497,yes,no,cellular,1602,6,yes
54,retired,married,secondary,1371,no,no,telephone,1492,2,yes
28,technician,single,tertiary,1628,yes,no,cellular,1422,2,yes
27,technician,single,tertiary,372,yes,yes,cellular,728,2,yes
49,blue-collar,single,primary,566,yes,no,cellular,979,2,yes
53,blue-collar,married,primary,343,yes,no,cellular,616,5,yes
26,technician,single,secondary,941,no,yes,cellular,784,1,yes
37,services,married,secondary,775,no,yes,cellular,1000,1,yes
34,blue-collar,single,secondary,1759,no,yes,cellular,695,1,yes
51,retired,married,primary,1495,no,no,telephone,1946,4,yes
39,housemaid,married,secondary,1444,no,no,telephone,362,8,yes
35,technician,single,tertiary,470,yes,no,cellular,743,13,yes
51,unemployed,married,primary,1162,yes,no,cellular,2015,1,yes
30,management,single,tertiary,2,yes,yes,cellular,1031,8,yes
42,blue-collar,single,primary,1628,yes,no,cellular,590,8,yes
54,management,married,secondary,1134,yes,no,cellular,1330,3,yes
51,blue-collar,married,primary,0,yes,yes,cellular,946,3,yes
57,retired,divorced,primary,63,no,yes,cellular,1448,17,yes
30,management,married,tertiary,1221,yes,no,telephone,279,4,yes
37,blue-collar,single,secondary,5024,no,yes,cellular,661,4,yes
39,technician,married,secondary,10685,yes,no,cellular,1369,9,yes
35,technician,married,tertiary,1629,no,no,cellular,653,4,yes
48,management,married,secondary,268,yes,no,cellular,458,7,yes
31,management,married,tertiary,0,yes,yes,cellular,664,8,yes
35,self-employed,married,secondary,5613,yes,no,cellular,699,3,yes
48,housemaid,married,secondary,513,no,yes,cellular,939,3,yes
53,housemaid,married,primary,362,no,no,cellular,1169,2,yes
27,technician,single,secondary,3933,no,no,cellular,837,3,yes
55,technician,married,secondary,3899,yes,no,telephone,596,4,yes
40,services,married,secondary,473,yes,no,cellular,383,3,yes
40,self-employed,single,tertiary,1616,no,no,telephone,1009,7,yes
38,blue-collar,divorced,secondary,1817,yes,no,cellular,1096,4,yes
54,retired,single,secondary,129,no,yes,cellular,867,2,yes
54,technician,married,secondary,1938,no,yes,cellular,551,3,yes
50,admin.,single,secondary,133,no,no,cellular,890,4,yes
48,management,divorced,tertiary,2263,no,no,cellular,874,2,yes
41,services,married,unknown,1538,no,no,cellular,710,2,yes
51,blue-collar,divorced,primary,5,no,no,cellular,600,2,yes
42,technician,single,tertiary,2625,no,no,cellular,2516,2,yes
58,retired,divorced,secondary,1080,yes,no,cellular,1058,2,yes
47,unemployed,married,secondary,312,no,no,cellular,884,1,yes
58,admin.,married,secondary,145,yes,no,telephone,616,13,yes
41,blue-collar,married,secondary,-190,no,yes,cellular,808,3,yes
50,admin.,married,secondary,2678,no,no,telephone,1011,6,yes
46,housemaid,married,secondary,271,yes,no,cellular,1013,29,yes
44,blue-collar,married,secondary,0,no,no,cellular,684,2,yes
36,services,married,secondary,0,no,no,cellular,843,2,yes
58,management,divorced,secondary,3161,no,no,telephone,542,2,yes
44,unemployed,single,primary,-4,no,yes,cellular,788,2,yes
49,entrepreneur,divorced,unknown,-701,yes,no,cellular,988,2,yes
55,management,married,tertiary,-375,no,no,cellular,814,2,yes
52,unemployed,married,primary,959,no,no,telephone,694,2,yes
60,retired,divorced,secondary,1091,no,no,cellular,441,5,yes
41,services,married,unknown,-1,no,yes,cellular,1171,4,yes
36,management,married,tertiary,96,no,no,cellular,729,4,yes
41,blue-collar,divorced,primary,0,no,no,cellular,509,2,yes
50,entrepreneur,married,tertiary,230,no,no,telephone,1089,4,yes
44,housemaid,married,primary,-156,no,yes,cellular,1211,2,yes
54,technician,married,secondary,114,no,no,cellular,458,3,yes
35,management,married,tertiary,-468,yes,no,cellular,540,8,yes
59,retired,divorced,secondary,679,no,no,cellular,761,4,yes
42,entrepreneur,married,unknown,206,yes,no,cellular,695,2,yes
27,management,single,tertiary,1,yes,no,cellular,764,4,yes
59,housemaid,divorced,primary,2518,no,no,cellular,675,3,yes
43,admin.,married,secondary,378,no,no,cellular,782,8,yes
39,technician,single,secondary,391,no,yes,cellular,962,4,yes
33,unemployed,married,secondary,-144,no,no,cellular,481,3,yes
36,self-employed,single,tertiary,1240,no,no,cellular,812,3,yes
35,blue-collar,divorced,primary,1792,yes,no,cellular,630,6,yes
50,blue-collar,married,unknown,2284,yes,no,telephone,1088,17,yes
55,technician,married,secondary,264,yes,yes,cellular,1150,5,yes
51,unemployed,divorced,tertiary,0,no,no,cellular,574,2,yes
48,entrepreneur,married,tertiary,-392,no,no,cellular,725,4,yes
55,housemaid,divorced,primary,77,no,no,cellular,463,6,yes
30,services,married,secondary,48,yes,no,cellular,662,13,yes
53,blue-collar,married,primary,252,no,no,cellular,727,4,yes
40,blue-collar,married,secondary,1954,no,no,cellular,1107,2,yes
44,technician,married,primary,755,no,yes,cellular,829,4,yes
49,management,divorced,tertiary,755,no,no,cellular,1212,4,yes
40,admin.,married,secondary,341,no,no,cellular,1142,5,yes
58,unemployed,married,primary,1183,no,no,cellular,1721,5,yes
49,services,married,secondary,388,no,no,telephone,1032,4,yes
38,technician,married,secondary,1919,no,no,cellular,846,1,yes
51,housemaid,divorced,tertiary,1613,no,no,cellular,870,1,yes
36,management,divorced,tertiary,0,no,no,cellular,1165,1,yes
55,retired,married,secondary,0,no,no,cellular,1110,1,yes
43,technician,married,tertiary,0,no,no,cellular,1488,2,yes
60,management,divorced,secondary,0,no,no,cellular,603,3,yes
57,retired,married,secondary,466,no,no,cellular,641,2,yes
41,technician,married,tertiary,515,no,no,cellular,837,2,yes
50,technician,married,tertiary,2313,no,no,cellular,553,1,yes
53,blue-collar,married,secondary,-8,no,no,cellular,794,1,yes
59,retired,married,primary,1634,yes,yes,cellular,836,1,yes
59,housemaid,married,primary,100,no,no,cellular,1134,1,yes
52,unknown,married,unknown,5361,no,no,cellular,607,3,yes
58,management,divorced,tertiary,1257,no,no,cellular,1536,1,yes
59,retired,married,primary,3400,yes,no,cellular,515,3,yes
49,technician,single,secondary,1377,no,no,cellular,935,1,yes
33,management,divorced,tertiary,2885,no,no,cellular,1051,2,yes
55,blue-collar,married,primary,512,no,no,cellular,1200,2,yes
42,technician,married,tertiary,921,no,no,cellular,531,3,yes
52,services,married,secondary,1000,no,no,cellular,766,2,yes
38,technician,married,tertiary,202,no,no,cellular,1311,2,yes
55,technician,married,tertiary,169,no,yes,cellular,618,2,yes
49,technician,married,tertiary,3726,no,no,cellular,875,2,yes
56,technician,divorced,secondary,146,yes,no,cellular,419,3,yes
46,technician,married,secondary,940,no,no,cellular,1227,2,yes
57,retired,divorced,tertiary,734,no,no,cellular,1357,4,yes
61,retired,married,secondary,77,no,no,cellular,455,4,yes
45,admin.,married,secondary,925,no,no,cellular,406,2,yes
39,management,married,tertiary,1836,no,no,cellular,902,3,yes
46,admin.,married,secondary,660,no,no,cellular,740,2,yes
43,management,single,tertiary,1304,no,no,cellular,501,2,yes
34,services,married,secondary,2956,no,no,cellular,835,2,yes
35,management,divorced,tertiary,146,no,no,cellular,720,2,yes
36,management,divorced,tertiary,36,no,no,cellular,836,4,yes
45,management,divorced,tertiary,1,no,no,cellular,490,2,yes
47,technician,married,secondary,2480,no,no,cellular,763,2,yes
42,technician,married,tertiary,14282,yes,no,cellular,649,4,yes
40,management,single,tertiary,0,no,no,cellular,641,6,yes
40,technician,divorced,secondary,311,no,no,cellular,738,2,yes
32,technician,married,secondary,560,no,no,cellular,1044,4,yes
33,technician,single,secondary,3059,no,yes,cellular,482,2,yes
32,self-employed,married,tertiary,1423,no,no,cellular,1249,4,yes
46,blue-collar,married,primary,874,no,no,cellular,996,1,yes
50,admin.,married,secondary,706,yes,no,cellular,1250,4,yes
51,blue-collar,married,primary,7098,no,no,cellular,1471,7,yes
30,management,single,tertiary,5389,no,no,cellular,1456,3,yes
39,technician,single,secondary,1104,no,no,cellular,395,2,yes
47,admin.,married,secondary,3070,no,no,cellular,663,4,yes
40,technician,divorced,secondary,0,no,no,cellular,674,2,yes
50,blue-collar,married,primary,4108,yes,no,cellular,526,2,yes
60,management,married,tertiary,0,no,no,cellular,401,3,yes
32,management,single,tertiary,4291,no,no,cellular,1321,9,yes
57,technician,married,tertiary,6822,no,no,cellular,797,2,yes
41,self-employed,married,tertiary,231,no,no,cellular,352,2,yes
50,technician,married,secondary,3176,no,no,cellular,670,1,yes
46,technician,divorced,secondary,-824,yes,no,cellular,429,3,yes
31,management,married,tertiary,676,no,no,cellular,1182,1,yes
36,technician,single,secondary,651,no,no,cellular,876,1,yes
45,technician,divorced,secondary,2657,no,no,cellular,895,3,yes
33,technician,divorced,secondary,801,no,no,cellular,341,5,yes
47,services,married,secondary,405,no,yes,cellular,994,2,yes
35,management,married,tertiary,82,no,no,cellular,507,4,yes
38,management,married,tertiary,179,no,no,unknown,317,4,yes
33,management,married,tertiary,1047,no,no,cellular,512,4,yes
44,technician,single,secondary,7138,no,no,cellular,809,2,yes
31,management,single,tertiary,165,no,yes,cellular,523,2,yes
31,management,single,tertiary,37,no,no,cellular,669,2,yes
49,services,married,secondary,823,no,no,cellular,780,4,yes
52,services,married,primary,1625,no,no,cellular,459,2,yes
31,technician,married,tertiary,120,no,no,cellular,1000,1,yes
35,management,married,tertiary,2957,yes,yes,cellular,733,3,yes
31,management,single,tertiary,2,no,no,cellular,848,1,yes
36,technician,divorced,secondary,1,no,no,cellular,1242,3,yes
39,management,married,tertiary,1795,no,no,cellular,922,7,yes
46,management,married,tertiary,4,no,no,cellular,1206,4,yes
48,blue-collar,married,primary,476,no,no,cellular,856,3,yes
36,management,married,tertiary,9,no,no,cellular,386,4,yes
30,management,married,tertiary,131,yes,no,cellular,384,6,yes
33,management,single,tertiary,1120,no,no,cellular,1070,2,yes
57,housemaid,married,primary,2785,no,no,cellular,610,4,yes
33,management,single,tertiary,0,no,no,cellular,699,7,yes
35,management,married,tertiary,43,no,no,cellular,917,4,yes
53,management,married,tertiary,0,no,no,cellular,608,2,yes
41,management,married,secondary,456,yes,no,cellular,734,4,yes
32,management,single,secondary,2018,no,no,cellular,1238,1,yes
